 

stn;time;tre200d0
GVE;20010408;7.4
GVE;20010409;7.9
GVE;20010410;8.6
GVE;20010411;7.9
GVE;20010412;9.3
GVE;20010413;7.5
GVE;20010414;5.1
GVE;20010415;5.1
GVE;20010416;6.7
GVE;20010417;7.0
GVE;20010418;7.2
GVE;20010419;5.5
GVE;20010420;4.4
GVE;20010421;3.3
GVE;20010422;5.8
GVE;20010423;3.9
GVE;20010424;6.4
GVE;20010425;8.7
GVE;20010426;10.6
GVE;20010427;12.1
GVE;20010428;15.1
GVE;20010429;13.9
GVE;20010430;13.5
GVE;20010501;11.7
GVE;20010502;14.1
GVE;20010503;14.5
GVE;20010504;12.3
GVE;20010505;12.4
GVE;20010506;12.1
GVE;20010507;12.0
GVE;20010508;13.6
GVE;20010509;15.7
GVE;20010510;16.3
GVE;20010511;16.9
GVE;20010512;16.9
GVE;20010513;19.0
GVE;20010514;16.8
GVE;20010515;14.0
GVE;20010516;16.9
GVE;20010517;14.7
GVE;20010518;12.2
GVE;20010519;13.2
GVE;20010520;14.5
GVE;20010521;17.0
GVE;20010522;17.7
GVE;20010523;18.5
GVE;20010524;17.9
GVE;20010525;17.1
GVE;20010526;18.9
GVE;20010527;20.5
GVE;20010528;21.5
GVE;20010529;22.2
GVE;20010530;22.7
GVE;20010531;20.7
GVE;20010601;16.2
GVE;20010602;14.1
GVE;20010603;11.4
GVE;20010604;12.3
GVE;20010605;16.6
GVE;20010606;15.5
GVE;20010607;17.1
GVE;20010608;15.3
GVE;20010609;14.7
GVE;20010610;14.0
GVE;20010611;13.5
GVE;20010612;14.7
GVE;20010613;17.8
GVE;20010614;17.7
GVE;20010615;18.3
GVE;20010616;16.0
GVE;20010617;14.1
GVE;20010618;13.8
GVE;20010619;15.3
GVE;20010620;16.8
GVE;20010621;19.2
GVE;20010622;20.7
GVE;20010623;19.9
GVE;20010624;21.2
GVE;20010625;22.1
GVE;20010626;23.1
GVE;20010627;22.7
GVE;20010628;18.8
GVE;20010629;20.4
GVE;20010630;22.5
GVE;20010701;21.6
GVE;20010702;21.5
GVE;20010703;21.6
GVE;20010704;21.4
GVE;20010705;22.7
GVE;20010706;24.0
GVE;20010707;17.9
GVE;20010708;18.5
GVE;20010709;20.1
GVE;20010710;21.2
GVE;20010711;19.8
GVE;20010712;20.0
GVE;20010713;21.0
GVE;20010714;21.1
GVE;20010715;14.5
GVE;20010716;14.8
GVE;20010717;17.4
GVE;20010718;16.8
GVE;20010719;17.4
GVE;20010720;14.7
GVE;20010721;16.4
GVE;20010722;19.7
GVE;20010723;20.8
GVE;20010724;20.0
GVE;20010725;21.2
GVE;20010726;22.4
GVE;20010727;22.9
GVE;20010728;21.5
GVE;20010729;22.2
GVE;20010730;23.5
GVE;20010731;24.8
GVE;20010801;24.1
GVE;20010802;24.3
GVE;20010803;20.7
GVE;20010804;19.3
GVE;20010805;18.1
GVE;20010806;17.7
GVE;20010807;21.4
GVE;20010808;20.3
GVE;20010809;18.1
GVE;20010810;16.9
GVE;20010811;16.7
GVE;20010812;17.7
GVE;20010813;19.2
GVE;20010814;21.2
GVE;20010815;23.2
GVE;20010816;21.9
GVE;20010817;20.6
GVE;20010818;22.2
GVE;20010819;21.0
GVE;20010820;18.9
GVE;20010821;19.8
GVE;20010822;20.4
GVE;20010823;20.7
GVE;20010824;21.7
GVE;20010825;22.2
GVE;20010826;22.5
GVE;20010827;23.5
GVE;20010828;22.4
GVE;20010829;21.4
GVE;20010830;18.6
GVE;20010831;15.6
GVE;20010901;13.1
GVE;20010902;14.5
GVE;20010903;17.2
GVE;20010904;14.4
GVE;20010905;11.7
GVE;20010906;12.3
GVE;20010907;15.8
GVE;20010908;17.0
GVE;20010909;13.8
GVE;20010910;10.9
GVE;20010911;11.1
GVE;20010912;13.1
GVE;20010913;15.0
GVE;20010914;12.7
GVE;20010915;12.8
GVE;20010916;11.1
GVE;20010917;9.0
GVE;20010918;8.6
GVE;20010919;11.7
GVE;20010920;15.5
GVE;20010921;15.8
GVE;20010922;12.8
GVE;20010923;12.6
GVE;20010924;13.1
GVE;20010925;12.1
GVE;20010926;12.1
GVE;20010927;11.9
GVE;20010928;13.0
GVE;20010929;13.1
GVE;20010930;15.4
GVE;20011001;18.7
GVE;20011002;20.1
GVE;20011003;19.7
GVE;20011004;14.5
GVE;20011005;13.3
GVE;20011006;16.7
GVE;20011007;17.0
GVE;20011008;15.6
GVE;20011009;13.1
GVE;20011010;14.7
GVE;20011011;13.3
GVE;20011012;13.1
GVE;20011013;13.6
GVE;20011014;14.4
GVE;20011015;15.7
GVE;20011016;15.3
GVE;20011017;13.5
GVE;20011018;14.3
GVE;20011019;14.1
GVE;20011020;13.5
GVE;20011021;13.4
GVE;20011022;12.7
GVE;20011023;11.2
GVE;20011024;13.0
GVE;20011025;12.0
GVE;20011026;10.7
GVE;20011027;11.8
GVE;20011028;12.4
GVE;20011029;11.5
GVE;20011030;11.1
GVE;20011031;12.6
GVE;20011101;9.4
GVE;20011102;8.5
GVE;20011103;6.6
GVE;20011104;4.4
GVE;20011105;7.5
GVE;20011106;8.1
GVE;20011107;9.2
GVE;20011108;8.9
GVE;20011109;3.4
GVE;20011110;2.3
GVE;20011111;2.1
GVE;20011112;2.8
GVE;20011113;4.4
GVE;20011114;3.1
GVE;20011115;1.5
GVE;20011116;1.6
GVE;20011117;1.3
GVE;20011118;3.2
GVE;20011119;2.9
GVE;20011120;2.8
GVE;20011121;2.4
GVE;20011122;0.7
GVE;20011123;2.4
GVE;20011124;1.3
GVE;20011125;4.2
GVE;20011126;6.2
GVE;20011127;5.4
GVE;20011128;2.2
GVE;20011129;3.8
GVE;20011130;6.8
GVE;20011201;8.4
GVE;20011202;8.9
GVE;20011203;7.6
GVE;20011204;8.4
GVE;20011205;8.5
GVE;20011206;8.7
GVE;20011207;5.4
GVE;20011208;3.5
GVE;20011209;1.8
GVE;20011210;1.7
GVE;20011211;1.8
GVE;20011212;3.3
GVE;20011213;1.6
GVE;20011214;-6.9
GVE;20011215;-6.6
GVE;20011216;-3.2
GVE;20011217;-2.0
GVE;20011218;-2.0
GVE;20011219;-1.6
GVE;20011220;-0.9
GVE;20011221;-2.1
GVE;20011222;-0.1
GVE;20011223;-2.1
GVE;20011224;-4.2
GVE;20011225;-0.6
GVE;20011226;0.9
GVE;20011227;-1.7
GVE;20011228;3.3
GVE;20011229;6.8
GVE;20011230;2.6
GVE;20011231;-0.5
GVE;20020101;-2.4
GVE;20020102;-4.9
GVE;20020103;-4.8
GVE;20020104;-1.9
GVE;20020105;-2.2
GVE;20020106;-1.5
GVE;20020107;-1.2
GVE;20020108;-1.4
GVE;20020109;-2.6
GVE;20020110;-1.9
GVE;20020111;-1.7
GVE;20020112;-1.4
GVE;20020113;-1.7
GVE;20020114;-0.4
GVE;20020115;-1.3
GVE;20020116;0.2
GVE;20020117;1.4
GVE;20020118;0.8
GVE;20020119;-0.6
GVE;20020120;2.5
GVE;20020121;3.5
GVE;20020122;5.2
GVE;20020123;3.5
GVE;20020124;6.6
GVE;20020125;5.9
GVE;20020126;8.2
GVE;20020127;9.1
GVE;20020128;8.6
GVE;20020129;4.7
GVE;20020130;6.2
GVE;20020131;8.3
GVE;20020201;7.5
GVE;20020202;4.9
GVE;20020203;7.2
GVE;20020204;9.4
GVE;20020205;9.3
GVE;20020206;5.8
GVE;20020207;5.6
GVE;20020208;4.8
GVE;20020209;8.4
GVE;20020210;7.6
GVE;20020211;7.7
GVE;20020212;8.2
GVE;20020213;9.9
GVE;20020214;7.2
GVE;20020215;4.6
GVE;20020216;3.6
GVE;20020217;2.9
GVE;20020218;3.6
GVE;20020219;4.4
GVE;20020220;5.3
GVE;20020221;2.8
GVE;20020222;1.0
GVE;20020223;6.5
GVE;20020224;4.7
GVE;20020225;6.3
GVE;20020226;8.9
GVE;20020227;10.4
GVE;20020228;8.0
GVE;20020301;3.9
GVE;20020302;2.9
GVE;20020303;4.6
GVE;20020304;3.0
GVE;20020305;4.1
GVE;20020306;6.8
GVE;20020307;8.4
GVE;20020308;9.1
GVE;20020309;9.0
GVE;20020310;8.4
GVE;20020311;7.9
GVE;20020312;10.6
GVE;20020313;11.7
GVE;20020314;8.8
GVE;20020315;6.6
GVE;20020316;7.2
GVE;20020317;9.3
GVE;20020318;12.0
GVE;20020319;12.5
GVE;20020320;13.9
GVE;20020321;14.2
GVE;20020322;12.0
GVE;20020323;7.8
GVE;20020324;5.2
GVE;20020325;4.1
GVE;20020326;4.7
GVE;20020327;5.9
GVE;20020328;5.5
GVE;20020329;7.1
GVE;20020330;7.0
GVE;20020331;7.5
GVE;20020401;9.1
GVE;20020402;11.0
GVE;20020403;12.0
GVE;20020404;11.8
GVE;20020405;11.7
GVE;20020406;9.2
GVE;20020407;6.8
GVE;20020408;8.3
GVE;20020409;9.8
GVE;20020410;7.3
GVE;20020411;10.4
GVE;20020412;11.7
GVE;20020413;9.5
GVE;20020414;6.6
GVE;20020415;5.5
GVE;20020416;6.4
GVE;20020417;9.0
GVE;20020418;10.1
GVE;20020419;10.8
GVE;20020420;8.9
GVE;20020421;10.5
GVE;20020422;11.3
GVE;20020423;14.1
GVE;20020424;14.2
GVE;20020425;15.4
GVE;20020426;13.2
GVE;20020427;11.3
GVE;20020428;12.5
GVE;20020429;12.9
GVE;20020430;14.6
GVE;20020501;11.7
GVE;20020502;8.0
GVE;20020503;7.4
GVE;20020504;6.3
GVE;20020505;7.7
GVE;20020506;10.2
GVE;20020507;12.7
GVE;20020508;12.6
GVE;20020509;12.0
GVE;20020510;13.0
GVE;20020511;13.0
GVE;20020512;12.4
GVE;20020513;14.4
GVE;20020514;17.3
GVE;20020515;15.3
GVE;20020516;18.3
GVE;20020517;20.7
GVE;20020518;14.3
GVE;20020519;14.3
GVE;20020520;14.9
GVE;20020521;18.4
GVE;20020522;16.1
GVE;20020523;11.5
GVE;20020524;14.9
GVE;20020525;12.7
GVE;20020526;13.1
GVE;20020527;10.8
GVE;20020528;13.2
GVE;20020529;14.4
GVE;20020530;16.1
GVE;20020531;17.5
GVE;20020601;18.3
GVE;20020602;20.1
GVE;20020603;18.2
GVE;20020604;18.4
GVE;20020605;16.5
GVE;20020606;15.4
GVE;20020607;14.7
GVE;20020608;13.8
GVE;20020609;15.1
GVE;20020610;13.8
GVE;20020611;15.0
GVE;20020612;18.5
GVE;20020613;22.5
GVE;20020614;22.1
GVE;20020615;24.7
GVE;20020616;24.8
GVE;20020617;24.6
GVE;20020618;26.3
GVE;20020619;25.5
GVE;20020620;26.6
GVE;20020621;25.6
GVE;20020622;25.9
GVE;20020623;27.3
GVE;20020624;23.3
GVE;20020625;21.1
GVE;20020626;21.3
GVE;20020627;22.1
GVE;20020628;18.0
GVE;20020629;16.7
GVE;20020630;18.1
GVE;20020701;21.3
GVE;20020702;19.9
GVE;20020703;17.9
GVE;20020704;16.5
GVE;20020705;18.1
GVE;20020706;17.4
GVE;20020707;19.3
GVE;20020708;23.1
GVE;20020709;23.3
GVE;20020710;17.9
GVE;20020711;18.9
GVE;20020712;20.5
GVE;20020713;16.9
GVE;20020714;19.1
GVE;20020715;20.1
GVE;20020716;18.9
GVE;20020717;17.5
GVE;20020718;18.5
GVE;20020719;19.1
GVE;20020720;21.8
GVE;20020721;20.9
GVE;20020722;20.4
GVE;20020723;20.3
GVE;20020724;19.2
GVE;20020725;18.6
GVE;20020726;19.6
GVE;20020727;21.1
GVE;20020728;23.3
GVE;20020729;24.5
GVE;20020730;22.5
GVE;20020731;19.0
GVE;20020801;16.1
GVE;20020802;17.8
GVE;20020803;17.0
GVE;20020804;17.3
GVE;20020805;18.7
GVE;20020806;16.8
GVE;20020807;17.5
GVE;20020808;17.9
GVE;20020809;16.5
GVE;20020810;13.8
GVE;20020811;14.4
GVE;20020812;17.6
GVE;20020813;18.4
GVE;20020814;18.7
GVE;20020815;19.8
GVE;20020816;20.4
GVE;20020817;20.4
GVE;20020818;21.2
GVE;20020819;22.1
GVE;20020820;20.7
GVE;20020821;19.2
GVE;20020822;18.7
GVE;20020823;19.9
GVE;20020824;20.6
GVE;20020825;20.1
GVE;20020826;18.9
GVE;20020827;17.9
GVE;20020828;18.9
GVE;20020829;19.7
GVE;20020830;20.3
GVE;20020831;19.8
GVE;20020901;18.6
GVE;20020902;17.9
GVE;20020903;17.8
GVE;20020904;18.0
GVE;20020905;16.2
GVE;20020906;18.0
GVE;20020907;18.6
GVE;20020908;18.7
GVE;20020909;16.7
GVE;20020910;16.3
GVE;20020911;14.6
GVE;20020912;15.8
GVE;20020913;15.8
GVE;20020914;14.4
GVE;20020915;15.0
GVE;20020916;14.6
GVE;20020917;14.9
GVE;20020918;17.4
GVE;20020919;19.2
GVE;20020920;19.4
GVE;20020921;16.9
GVE;20020922;15.3
GVE;20020923;11.0
GVE;20020924;9.1
GVE;20020925;7.6
GVE;20020926;9.5
GVE;20020927;11.8
GVE;20020928;12.6
GVE;20020929;9.8
GVE;20020930;10.3
GVE;20021001;11.9
GVE;20021002;12.9
GVE;20021003;13.5
GVE;20021004;14.3
GVE;20021005;12.7
GVE;20021006;10.3
GVE;20021007;11.0
GVE;20021008;8.8
GVE;20021009;10.9
GVE;20021010;11.4
GVE;20021011;12.2
GVE;20021012;13.1
GVE;20021013;12.1
GVE;20021014;12.9
GVE;20021015;16.2
GVE;20021016;18.3
GVE;20021017;11.0
GVE;20021018;8.5
GVE;20021019;8.5
GVE;20021020;7.1
GVE;20021021;11.1
GVE;20021022;13.5
GVE;20021023;12.9
GVE;20021024;9.8
GVE;20021025;12.6
GVE;20021026;14.0
GVE;20021027;13.0
GVE;20021028;8.9
GVE;20021029;7.1
GVE;20021030;10.0
GVE;20021031;10.6
GVE;20021101;10.3
GVE;20021102;11.7
GVE;20021103;13.0
GVE;20021104;8.5
GVE;20021105;7.3
GVE;20021106;5.2
GVE;20021107;5.4
GVE;20021108;5.2
GVE;20021109;6.4
GVE;20021110;9.3
GVE;20021111;10.2
GVE;20021112;6.2
GVE;20021113;9.0
GVE;20021114;6.7
GVE;20021115;7.8
GVE;20021116;8.5
GVE;20021117;8.4
GVE;20021118;7.9
GVE;20021119;7.0
GVE;20021120;6.1
GVE;20021121;6.1
GVE;20021122;6.5
GVE;20021123;4.6
GVE;20021124;7.6
GVE;20021125;8.2
GVE;20021126;8.7
GVE;20021127;8.7
GVE;20021128;8.4
GVE;20021129;7.9
GVE;20021130;6.1
GVE;20021201;5.1
GVE;20021202;5.7
GVE;20021203;4.8
GVE;20021204;3.5
GVE;20021205;4.6
GVE;20021206;5.6
GVE;20021207;4.4
GVE;20021208;3.7
GVE;20021209;3.2
GVE;20021210;2.0
GVE;20021211;1.8
GVE;20021212;3.0
GVE;20021213;3.7
GVE;20021214;3.8
GVE;20021215;6.4
GVE;20021216;7.8
GVE;20021217;7.8
GVE;20021218;5.5
GVE;20021219;3.9
GVE;20021220;4.3
GVE;20021221;6.4
GVE;20021222;8.3
GVE;20021223;9.7
GVE;20021224;7.8
GVE;20021225;7.6
GVE;20021226;7.3
GVE;20021227;5.6
GVE;20021228;7.6
GVE;20021229;6.9
GVE;20021230;9.5
GVE;20021231;7.8
GVE;20030101;7.3
GVE;20030102;12.1
GVE;20030103;8.3
GVE;20030104;5.9
GVE;20030105;-1.2
GVE;20030106;-1.3
GVE;20030107;-2.2
GVE;20030108;-3.3
GVE;20030109;-2.6
GVE;20030110;-3.7
GVE;20030111;-4.4
GVE;20030112;-4.8
GVE;20030113;-4.6
GVE;20030114;-0.2
GVE;20030115;1.7
GVE;20030116;2.5
GVE;20030117;2.3
GVE;20030118;1.9
GVE;20030119;2.8
GVE;20030120;1.4
GVE;20030121;4.5
GVE;20030122;5.4
GVE;20030123;4.2
GVE;20030124;4.5
GVE;20030125;2.4
GVE;20030126;2.8
GVE;20030127;4.0
GVE;20030128;4.5
GVE;20030129;1.9
GVE;20030130;0.6
GVE;20030131;-2.4
GVE;20030201;-5.2
GVE;20030202;0.4
GVE;20030203;4.8
GVE;20030204;1.9
GVE;20030205;0.1
GVE;20030206;-0.8
GVE;20030207;-1.2
GVE;20030208;0.7
GVE;20030209;1.4
GVE;20030210;2.3
GVE;20030211;2.0
GVE;20030212;0.2
GVE;20030213;-0.8
GVE;20030214;-0.6
GVE;20030215;-1.9
GVE;20030216;-2.2
GVE;20030217;-2.4
GVE;20030218;-3.0
GVE;20030219;-3.9
GVE;20030220;-2.7
GVE;20030221;-0.7
GVE;20030222;0.7
GVE;20030223;1.3
GVE;20030224;1.5
GVE;20030225;2.6
GVE;20030226;3.9
GVE;20030227;4.8
GVE;20030228;6.6
GVE;20030301;10.3
GVE;20030302;7.8
GVE;20030303;5.6
GVE;20030304;5.7
GVE;20030305;6.4
GVE;20030306;7.6
GVE;20030307;4.6
GVE;20030308;6.0
GVE;20030309;7.2
GVE;20030310;7.8
GVE;20030311;12.3
GVE;20030312;12.5
GVE;20030313;8.2
GVE;20030314;5.3
GVE;20030315;4.1
GVE;20030316;4.5
GVE;20030317;5.1
GVE;20030318;5.8
GVE;20030319;6.2
GVE;20030320;7.8
GVE;20030321;6.5
GVE;20030322;6.6
GVE;20030323;7.7
GVE;20030324;9.1
GVE;20030325;9.5
GVE;20030326;10.0
GVE;20030327;11.5
GVE;20030328;12.8
GVE;20030329;13.3
GVE;20030330;12.8
GVE;20030331;12.4
GVE;20030401;12.8
GVE;20030402;7.2
GVE;20030403;6.2
GVE;20030404;6.5
GVE;20030405;9.4
GVE;20030406;8.6
GVE;20030407;3.3
GVE;20030408;3.5
GVE;20030409;6.1
GVE;20030410;4.1
GVE;20030411;5.6
GVE;20030412;9.0
GVE;20030413;9.4
GVE;20030414;11.8
GVE;20030415;14.1
GVE;20030416;14.1
GVE;20030417;14.9
GVE;20030418;13.7
GVE;20030419;10.5
GVE;20030420;12.4
GVE;20030421;12.4
GVE;20030422;13.6
GVE;20030423;13.4
GVE;20030424;14.6
GVE;20030425;16.3
GVE;20030426;12.7
GVE;20030427;14.2
GVE;20030428;16.2
GVE;20030429;17.9
GVE;20030430;13.3
GVE;20030501;12.4
GVE;20030502;14.0
GVE;20030503;13.7
GVE;20030504;15.2
GVE;20030505;18.6
GVE;20030506;18.4
GVE;20030507;19.3
GVE;20030508;18.9
GVE;20030509;17.1
GVE;20030510;16.9
GVE;20030511;17.5
GVE;20030512;17.7
GVE;20030513;14.0
GVE;20030514;10.2
GVE;20030515;10.5
GVE;20030516;14.4
GVE;20030517;14.8
GVE;20030518;17.7
GVE;20030519;17.0
GVE;20030520;12.1
GVE;20030521;11.8
GVE;20030522;12.6
GVE;20030523;16.4
GVE;20030524;19.5
GVE;20030525;13.3
GVE;20030526;14.3
GVE;20030527;17.0
GVE;20030528;18.5
GVE;20030529;18.2
GVE;20030530;19.5
GVE;20030531;21.8
GVE;20030601;21.1
GVE;20030602;21.4
GVE;20030603;21.8
GVE;20030604;23.7
GVE;20030605;23.2
GVE;20030606;21.4
GVE;20030607;22.2
GVE;20030608;23.3
GVE;20030609;23.0
GVE;20030610;24.9
GVE;20030611;26.1
GVE;20030612;26.4
GVE;20030613;24.6
GVE;20030614;24.6
GVE;20030615;22.3
GVE;20030616;24.1
GVE;20030617;24.7
GVE;20030618;21.3
GVE;20030619;22.1
GVE;20030620;24.4
GVE;20030621;24.3
GVE;20030622;24.2
GVE;20030623;28.8
GVE;20030624;26.9
GVE;20030625;27.7
GVE;20030626;25.1
GVE;20030627;24.4
GVE;20030628;22.6
GVE;20030629;24.9
GVE;20030630;26.7
GVE;20030701;17.6
GVE;20030702;19.3
GVE;20030703;18.5
GVE;20030704;16.2
GVE;20030705;17.9
GVE;20030706;19.5
GVE;20030707;21.5
GVE;20030708;22.4
GVE;20030709;22.5
GVE;20030710;23.7
GVE;20030711;24.0
GVE;20030712;25.0
GVE;20030713;25.7
GVE;20030714;25.9
GVE;20030715;28.2
GVE;20030716;25.5
GVE;20030717;22.4
GVE;20030718;21.9
GVE;20030719;25.0
GVE;20030720;27.5
GVE;20030721;22.1
GVE;20030722;22.9
GVE;20030723;24.5
GVE;20030724;21.8
GVE;20030725;23.0
GVE;20030726;27.6
GVE;20030727;21.6
GVE;20030728;20.1
GVE;20030729;21.1
GVE;20030730;22.0
GVE;20030731;19.9
GVE;20030801;22.2
GVE;20030802;24.2
GVE;20030803;26.2
GVE;20030804;27.6
GVE;20030805;28.1
GVE;20030806;28.0
GVE;20030807;28.5
GVE;20030808;27.1
GVE;20030809;27.5
GVE;20030810;27.7
GVE;20030811;28.1
GVE;20030812;27.5
GVE;20030813;28.1
GVE;20030814;26.6
GVE;20030815;21.3
GVE;20030816;22.9
GVE;20030817;21.2
GVE;20030818;21.8
GVE;20030819;22.6
GVE;20030820;22.3
GVE;20030821;21.3
GVE;20030822;22.5
GVE;20030823;23.1
GVE;20030824;22.8
GVE;20030825;23.4
GVE;20030826;23.4
GVE;20030827;23.5
GVE;20030828;21.6
GVE;20030829;18.3
GVE;20030830;18.0
GVE;20030831;16.0
GVE;20030901;14.6
GVE;20030902;15.3
GVE;20030903;15.2
GVE;20030904;15.5
GVE;20030905;16.2
GVE;20030906;18.1
GVE;20030907;16.9
GVE;20030908;16.8
GVE;20030909;16.2
GVE;20030910;16.8
GVE;20030911;15.8
GVE;20030912;15.5
GVE;20030913;16.4
GVE;20030914;15.1
GVE;20030915;14.9
GVE;20030916;16.2
GVE;20030917;16.8
GVE;20030918;17.5
GVE;20030919;18.1
GVE;20030920;18.9
GVE;20030921;18.3
GVE;20030922;18.8
GVE;20030923;15.7
GVE;20030924;12.8
GVE;20030925;12.6
GVE;20030926;15.6
GVE;20030927;15.2
GVE;20030928;14.9
GVE;20030929;14.0
GVE;20030930;12.2
GVE;20031001;13.6
GVE;20031002;15.9
GVE;20031003;17.1
GVE;20031004;14.4
GVE;20031005;8.4
GVE;20031006;9.0
GVE;20031007;9.4
GVE;20031008;8.7
GVE;20031009;11.7
GVE;20031010;11.7
GVE;20031011;12.2
GVE;20031012;11.2
GVE;20031013;13.4
GVE;20031014;12.4
GVE;20031015;9.0
GVE;20031016;7.2
GVE;20031017;6.8
GVE;20031018;6.2
GVE;20031019;7.6
GVE;20031020;11.2
GVE;20031021;8.0
GVE;20031022;4.7
GVE;20031023;4.9
GVE;20031024;3.6
GVE;20031025;1.9
GVE;20031026;2.5
GVE;20031027;3.8
GVE;20031028;3.9
GVE;20031029;6.8
GVE;20031030;7.0
GVE;20031031;8.1
GVE;20031101;7.9
GVE;20031102;9.0
GVE;20031103;8.3
GVE;20031104;7.9
GVE;20031105;5.7
GVE;20031106;4.4
GVE;20031107;4.9
GVE;20031108;3.7
GVE;20031109;4.4
GVE;20031110;6.1
GVE;20031111;4.5
GVE;20031112;7.2
GVE;20031113;8.0
GVE;20031114;5.7
GVE;20031115;5.6
GVE;20031116;8.0
GVE;20031117;6.8
GVE;20031118;4.6
GVE;20031119;5.1
GVE;20031120;4.2
GVE;20031121;4.4
GVE;20031122;4.9
GVE;20031123;5.8
GVE;20031124;7.4
GVE;20031125;9.4
GVE;20031126;6.7
GVE;20031127;4.9
GVE;20031128;4.5
GVE;20031129;3.6
GVE;20031130;5.7
GVE;20031201;6.5
GVE;20031202;6.2
GVE;20031203;6.9
GVE;20031204;4.5
GVE;20031205;5.0
GVE;20031206;4.0
GVE;20031207;2.4
GVE;20031208;-0.1
GVE;20031209;1.5
GVE;20031210;2.4
GVE;20031211;2.5
GVE;20031212;5.7
GVE;20031213;5.0
GVE;20031214;7.9
GVE;20031215;3.4
GVE;20031216;1.9
GVE;20031217;0.7
GVE;20031218;-0.4
GVE;20031219;2.7
GVE;20031220;4.9
GVE;20031221;6.9
GVE;20031222;2.1
GVE;20031223;-0.4
GVE;20031224;-1.6
GVE;20031225;-3.1
GVE;20031226;-1.0
GVE;20031227;7.7
GVE;20031228;4.7
GVE;20031229;1.2
GVE;20031230;1.7
GVE;20031231;2.4
GVE;20040101;1.7
GVE;20040102;1.4
GVE;20040103;0.1
GVE;20040104;-0.3
GVE;20040105;-1.0
GVE;20040106;-0.6
GVE;20040107;-0.2
GVE;20040108;1.0
GVE;20040109;7.0
GVE;20040110;6.7
GVE;20040111;8.5
GVE;20040112;9.8
GVE;20040113;11.9
GVE;20040114;7.6
GVE;20040115;3.4
GVE;20040116;4.3
GVE;20040117;5.8
GVE;20040118;3.6
GVE;20040119;2.0
GVE;20040120;2.4
GVE;20040121;3.4
GVE;20040122;-0.5
GVE;20040123;0.7
GVE;20040124;0.2
GVE;20040125;2.0
GVE;20040126;1.6
GVE;20040127;1.7
GVE;20040128;0.1
GVE;20040129;-1.0
GVE;20040130;-4.5
GVE;20040131;5.8
GVE;20040201;7.2
GVE;20040202;4.5
GVE;20040203;2.8
GVE;20040204;2.8
GVE;20040205;3.3
GVE;20040206;6.2
GVE;20040207;8.6
GVE;20040208;6.0
GVE;20040209;3.9
GVE;20040210;1.3
GVE;20040211;4.0
GVE;20040212;4.8
GVE;20040213;3.8
GVE;20040214;2.2
GVE;20040215;3.3
GVE;20040216;4.0
GVE;20040217;5.8
GVE;20040218;4.8
GVE;20040219;2.1
GVE;20040220;3.0
GVE;20040221;6.0
GVE;20040222;7.4
GVE;20040223;2.1
GVE;20040224;-0.5
GVE;20040225;0.0
GVE;20040226;1.1
GVE;20040227;-0.8
GVE;20040228;-0.3
GVE;20040229;0.4
GVE;20040301;0.1
GVE;20040302;1.6
GVE;20040303;2.1
GVE;20040304;3.2
GVE;20040305;4.7
GVE;20040306;5.6
GVE;20040307;3.7
GVE;20040308;3.8
GVE;20040309;3.0
GVE;20040310;1.2
GVE;20040311;0.8
GVE;20040312;2.1
GVE;20040313;4.7
GVE;20040314;6.8
GVE;20040315;7.4
GVE;20040316;8.7
GVE;20040317;9.8
GVE;20040318;12.7
GVE;20040319;12.8
GVE;20040320;12.4
GVE;20040321;10.7
GVE;20040322;6.1
GVE;20040323;4.8
GVE;20040324;5.0
GVE;20040325;4.5
GVE;20040326;3.2
GVE;20040327;2.7
GVE;20040328;4.4
GVE;20040329;7.1
GVE;20040330;6.6
GVE;20040331;9.5
GVE;20040401;11.9
GVE;20040402;12.2
GVE;20040403;11.0
GVE;20040404;11.0
GVE;20040405;10.9
GVE;20040406;7.9
GVE;20040407;5.7
GVE;20040408;6.3
GVE;20040409;6.3
GVE;20040410;6.5
GVE;20040411;7.1
GVE;20040412;8.4
GVE;20040413;8.6
GVE;20040414;8.7
GVE;20040415;8.7
GVE;20040416;10.4
GVE;20040417;12.6
GVE;20040418;10.2
GVE;20040419;6.6
GVE;20040420;9.7
GVE;20040421;12.7
GVE;20040422;15.0
GVE;20040423;15.4
GVE;20040424;13.2
GVE;20040425;12.6
GVE;20040426;11.4
GVE;20040427;14.2
GVE;20040428;14.2
GVE;20040429;13.8
GVE;20040430;13.8
GVE;20040501;11.9
GVE;20040502;12.6
GVE;20040503;12.6
GVE;20040504;13.2
GVE;20040505;8.7
GVE;20040506;8.0
GVE;20040507;8.3
GVE;20040508;7.5
GVE;20040509;7.6
GVE;20040510;11.7
GVE;20040511;14.0
GVE;20040512;14.3
GVE;20040513;12.8
GVE;20040514;12.9
GVE;20040515;14.1
GVE;20040516;16.0
GVE;20040517;16.4
GVE;20040518;19.0
GVE;20040519;19.7
GVE;20040520;20.2
GVE;20040521;17.3
GVE;20040522;12.5
GVE;20040523;12.3
GVE;20040524;12.9
GVE;20040525;14.4
GVE;20040526;16.9
GVE;20040527;15.8
GVE;20040528;15.0
GVE;20040529;15.2
GVE;20040530;17.0
GVE;20040531;16.6
GVE;20040601;15.0
GVE;20040602;16.7
GVE;20040603;13.5
GVE;20040604;16.1
GVE;20040605;17.2
GVE;20040606;16.9
GVE;20040607;19.2
GVE;20040608;20.5
GVE;20040609;22.6
