 

stn;time;rka150d0
GVE;20010910;0.0
GVE;20010911;0.0
GVE;20010912;0.0
GVE;20010913;3.1
GVE;20010914;6.5
GVE;20010915;0.3
GVE;20010916;4.9
GVE;20010917;3.9
GVE;20010918;0.0
GVE;20010919;0.2
GVE;20010920;1.3
GVE;20010921;0.7
GVE;20010922;0.9
GVE;20010923;28.1
GVE;20010924;7.9
GVE;20010925;0.5
GVE;20010926;0.0
GVE;20010927;0.0
GVE;20010928;0.3
GVE;20010929;22.9
GVE;20010930;0.1
GVE;20011001;0.0
GVE;20011002;0.0
GVE;20011003;19.6
GVE;20011004;1.4
GVE;20011005;3.0
GVE;20011006;1.5
GVE;20011007;15.0
GVE;20011008;9.5
GVE;20011009;3.1
GVE;20011010;0.0
GVE;20011011;0.3
GVE;20011012;0.4
GVE;20011013;0.6
GVE;20011014;0.1
GVE;20011015;0.0
GVE;20011016;0.0
GVE;20011017;0.0
GVE;20011018;1.8
GVE;20011019;0.2
GVE;20011020;1.1
GVE;20011021;11.2
GVE;20011022;0.2
GVE;20011023;3.9
GVE;20011024;2.0
GVE;20011025;0.4
GVE;20011026;0.0
GVE;20011027;0.0
GVE;20011028;0.0
GVE;20011029;0.0
GVE;20011030;0.0
GVE;20011031;5.1
GVE;20011101;0.0
GVE;20011102;0.0
GVE;20011103;0.0
GVE;20011104;0.8
GVE;20011105;0.2
GVE;20011106;0.0
GVE;20011107;4.2
GVE;20011108;12.4
GVE;20011109;0.2
GVE;20011110;0.0
GVE;20011111;0.0
GVE;20011112;0.0
GVE;20011113;0.7
GVE;20011114;0.0
GVE;20011115;0.0
GVE;20011116;0.0
GVE;20011117;0.0
GVE;20011118;0.0
GVE;20011119;0.0
GVE;20011120;0.0
GVE;20011121;0.0
GVE;20011122;2.6
GVE;20011123;1.2
GVE;20011124;0.0
GVE;20011125;0.0
GVE;20011126;0.1
GVE;20011127;2.3
GVE;20011128;0.5
GVE;20011129;1.4
GVE;20011130;8.0
GVE;20011201;0.0
GVE;20011202;0.0
GVE;20011203;0.0
GVE;20011204;0.1
GVE;20011205;1.2
GVE;20011206;1.7
GVE;20011207;0.0
GVE;20011208;0.0
GVE;20011209;0.0
GVE;20011210;0.0
GVE;20011211;0.0
GVE;20011212;0.0
GVE;20011213;0.0
GVE;20011214;0.0
GVE;20011215;0.0
GVE;20011216;0.0
GVE;20011217;0.0
GVE;20011218;0.0
GVE;20011219;0.0
GVE;20011220;0.0
GVE;20011221;0.0
GVE;20011222;0.3
GVE;20011223;0.0
GVE;20011224;0.0
GVE;20011225;0.0
GVE;20011226;2.8
GVE;20011227;2.3
GVE;20011228;6.1
GVE;20011229;19.2
GVE;20011230;4.9
GVE;20011231;0.0
GVE;20020101;0.0
GVE;20020102;0.0
GVE;20020103;0.0
GVE;20020104;0.0
GVE;20020105;0.0
GVE;20020106;0.0
GVE;20020107;0.0
GVE;20020108;0.0
GVE;20020109;0.2
GVE;20020110;0.0
GVE;20020111;0.0
GVE;20020112;0.0
GVE;20020113;1.2
GVE;20020114;0.0
GVE;20020115;3.2
GVE;20020116;2.9
GVE;20020117;0.0
GVE;20020118;0.0
GVE;20020119;0.0
GVE;20020120;0.0
GVE;20020121;0.0
GVE;20020122;0.0
GVE;20020123;4.6
GVE;20020124;16.5
GVE;20020125;0.0
GVE;20020126;2.9
GVE;20020127;12.0
GVE;20020128;0.0
GVE;20020129;0.5
GVE;20020130;0.0
GVE;20020131;0.0
GVE;20020201;0.0
GVE;20020202;0.0
GVE;20020203;0.0
GVE;20020204;1.7
GVE;20020205;4.6
GVE;20020206;8.9
GVE;20020207;0.0
GVE;20020208;0.0
GVE;20020209;0.8
GVE;20020210;1.7
GVE;20020211;0.0
GVE;20020212;0.0
GVE;20020213;0.0
GVE;20020214;0.1
GVE;20020215;0.0
GVE;20020216;0.0
GVE;20020217;0.0
GVE;20020218;0.1
GVE;20020219;0.1
GVE;20020220;36.3
GVE;20020221;1.1
GVE;20020222;3.1
GVE;20020223;3.2
GVE;20020224;2.2
GVE;20020225;2.3
GVE;20020226;1.9
GVE;20020227;8.5
GVE;20020228;2.5
GVE;20020301;21.6
GVE;20020302;6.7
GVE;20020303;0.0
GVE;20020304;0.0
GVE;20020305;0.0
GVE;20020306;0.0
GVE;20020307;0.0
GVE;20020308;0.0
GVE;20020309;0.0
GVE;20020310;0.0
GVE;20020311;0.0
GVE;20020312;0.0
GVE;20020313;0.0
GVE;20020314;3.0
GVE;20020315;1.0
GVE;20020316;0.0
GVE;20020317;0.0
GVE;20020318;5.5
GVE;20020319;16.0
GVE;20020320;2.2
GVE;20020321;0.4
GVE;20020322;0.7
GVE;20020323;0.1
GVE;20020324;0.0
GVE;20020325;0.0
GVE;20020326;0.0
GVE;20020327;0.0
GVE;20020328;0.0
GVE;20020329;0.0
GVE;20020330;0.0
GVE;20020331;0.0
GVE;20020401;0.0
GVE;20020402;0.0
GVE;20020403;0.0
GVE;20020404;0.0
GVE;20020405;0.0
GVE;20020406;0.0
GVE;20020407;0.5
GVE;20020408;1.4
GVE;20020409;0.0
GVE;20020410;0.3
GVE;20020411;0.0
GVE;20020412;0.0
GVE;20020413;7.6
GVE;20020414;1.8
GVE;20020415;0.0
GVE;20020416;0.0
GVE;20020417;0.0
GVE;20020418;0.0
GVE;20020419;0.0
GVE;20020420;1.3
GVE;20020421;0.0
GVE;20020422;0.0
GVE;20020423;0.0
GVE;20020424;0.0
GVE;20020425;0.0
GVE;20020426;6.8
GVE;20020427;2.8
GVE;20020428;0.0
GVE;20020429;0.1
GVE;20020430;0.0
GVE;20020501;18.8
GVE;20020502;33.5
GVE;20020503;25.1
GVE;20020504;8.4
GVE;20020505;0.2
GVE;20020506;0.0
GVE;20020507;0.0
GVE;20020508;0.3
GVE;20020509;3.2
GVE;20020510;2.1
GVE;20020511;2.6
GVE;20020512;0.2
GVE;20020513;0.0
GVE;20020514;0.2
GVE;20020515;0.0
GVE;20020516;0.0
GVE;20020517;0.0
GVE;20020518;18.5
GVE;20020519;0.0
GVE;20020520;0.0
GVE;20020521;0.0
GVE;20020522;0.8
GVE;20020523;21.0
GVE;20020524;0.3
GVE;20020525;5.9
GVE;20020526;0.0
GVE;20020527;6.3
GVE;20020528;0.5
GVE;20020529;1.1
GVE;20020530;0.0
GVE;20020531;0.0
GVE;20020601;0.0
GVE;20020602;0.0
GVE;20020603;1.5
GVE;20020604;0.0
GVE;20020605;0.6
GVE;20020606;7.6
GVE;20020607;0.3
GVE;20020608;2.2
GVE;20020609;7.4
GVE;20020610;0.0
GVE;20020611;0.0
GVE;20020612;0.0
GVE;20020613;0.0
GVE;20020614;0.0
GVE;20020615;0.0
GVE;20020616;0.0
GVE;20020617;0.4
GVE;20020618;0.0
GVE;20020619;0.0
GVE;20020620;0.0
GVE;20020621;0.0
GVE;20020622;0.0
GVE;20020623;0.0
GVE;20020624;2.3
GVE;20020625;0.0
GVE;20020626;0.0
GVE;20020627;10.4
GVE;20020628;31.1
GVE;20020629;0.0
GVE;20020630;0.0
GVE;20020701;0.0
GVE;20020702;0.0
GVE;20020703;5.6
GVE;20020704;0.0
GVE;20020705;0.0
GVE;20020706;2.4
GVE;20020707;0.0
GVE;20020708;0.0
GVE;20020709;0.2
GVE;20020710;7.1
GVE;20020711;0.0
GVE;20020712;10.1
GVE;20020713;8.7
GVE;20020714;0.0
GVE;20020715;13.3
GVE;20020716;14.7
GVE;20020717;11.1
GVE;20020718;0.0
GVE;20020719;0.0
GVE;20020720;0.0
GVE;20020721;18.5
GVE;20020722;0.0
GVE;20020723;0.0
GVE;20020724;0.0
GVE;20020725;0.0
GVE;20020726;0.0
GVE;20020727;0.0
GVE;20020728;0.0
GVE;20020729;0.0
GVE;20020730;21.8
GVE;20020731;4.3
GVE;20020801;4.3
GVE;20020802;0.3
GVE;20020803;24.5
GVE;20020804;1.3
GVE;20020805;0.0
GVE;20020806;15.7
GVE;20020807;1.2
GVE;20020808;0.2
GVE;20020809;3.7
GVE;20020810;13.6
GVE;20020811;0.2
GVE;20020812;0.0
GVE;20020813;0.0
GVE;20020814;0.0
GVE;20020815;0.0
GVE;20020816;0.0
GVE;20020817;0.0
GVE;20020818;0.0
GVE;20020819;0.0
GVE;20020820;0.2
GVE;20020821;0.1
GVE;20020822;0.0
GVE;20020823;0.4
GVE;20020824;11.0
GVE;20020825;1.7
GVE;20020826;11.2
GVE;20020827;0.3
GVE;20020828;0.0
GVE;20020829;0.0
GVE;20020830;0.0
GVE;20020831;0.0
GVE;20020901;0.0
GVE;20020902;1.2
GVE;20020903;4.9
GVE;20020904;0.5
GVE;20020905;5.0
GVE;20020906;0.1
GVE;20020907;0.0
GVE;20020908;0.2
GVE;20020909;7.9
GVE;20020910;0.1
GVE;20020911;0.4
GVE;20020912;0.0
GVE;20020913;0.0
GVE;20020914;0.0
GVE;20020915;0.0
GVE;20020916;0.0
GVE;20020917;0.0
GVE;20020918;0.0
GVE;20020919;2.3
GVE;20020920;1.3
GVE;20020921;0.0
GVE;20020922;0.2
GVE;20020923;1.5
GVE;20020924;0.1
GVE;20020925;0.0
GVE;20020926;3.2
GVE;20020927;0.1
GVE;20020928;0.0
GVE;20020929;0.0
GVE;20020930;0.0
GVE;20021001;0.0
GVE;20021002;0.0
GVE;20021003;0.0
GVE;20021004;0.0
GVE;20021005;0.0
GVE;20021006;0.3
GVE;20021007;0.0
GVE;20021008;0.0
GVE;20021009;0.1
GVE;20021010;4.5
GVE;20021011;2.7
GVE;20021012;0.6
GVE;20021013;3.1
GVE;20021014;4.7
GVE;20021015;0.0
GVE;20021016;7.6
GVE;20021017;46.5
GVE;20021018;6.0
GVE;20021019;1.2
GVE;20021020;0.0
GVE;20021021;32.3
GVE;20021022;6.1
GVE;20021023;3.5
GVE;20021024;1.9
GVE;20021025;16.9
GVE;20021026;0.0
GVE;20021027;0.0
GVE;20021028;0.0
GVE;20021029;0.0
GVE;20021030;0.0
GVE;20021031;0.0
GVE;20021101;0.0
GVE;20021102;24.1
GVE;20021103;15.9
GVE;20021104;14.6
GVE;20021105;0.3
GVE;20021106;0.0
GVE;20021107;7.9
GVE;20021108;0.1
GVE;20021109;12.3
GVE;20021110;3.9
GVE;20021111;8.1
GVE;20021112;0.4
GVE;20021113;4.1
GVE;20021114;64.2
GVE;20021115;30.1
GVE;20021116;28.4
GVE;20021117;0.0
GVE;20021118;0.7
GVE;20021119;0.0
GVE;20021120;0.0
GVE;20021121;7.7
GVE;20021122;1.1
GVE;20021123;16.0
GVE;20021124;32.4
GVE;20021125;5.2
GVE;20021126;2.7
GVE;20021127;0.0
GVE;20021128;10.8
GVE;20021129;3.7
GVE;20021130;0.6
GVE;20021201;2.4
GVE;20021202;3.0
GVE;20021203;0.9
GVE;20021204;0.0
GVE;20021205;0.0
GVE;20021206;0.0
GVE;20021207;0.0
GVE;20021208;0.0
GVE;20021209;4.0
GVE;20021210;0.0
GVE;20021211;0.0
GVE;20021212;2.8
GVE;20021213;0.6
GVE;20021214;2.2
GVE;20021215;5.6
GVE;20021216;10.8
GVE;20021217;12.8
GVE;20021218;0.3
GVE;20021219;0.0
GVE;20021220;0.1
GVE;20021221;4.1
GVE;20021222;9.3
GVE;20021223;0.6
GVE;20021224;0.5
GVE;20021225;0.6
GVE;20021226;4.0
GVE;20021227;0.8
GVE;20021228;7.6
GVE;20021229;1.6
GVE;20021230;1.2
GVE;20021231;4.9
GVE;20030101;0.8
GVE;20030102;7.0
GVE;20030103;3.0
GVE;20030104;9.9
GVE;20030105;0.0
GVE;20030106;0.0
GVE;20030107;0.0
GVE;20030108;1.7
GVE;20030109;0.0
GVE;20030110;0.0
GVE;20030111;0.0
GVE;20030112;0.0
GVE;20030113;0.0
GVE;20030114;0.4
GVE;20030115;0.0
GVE;20030116;0.0
GVE;20030117;0.0
GVE;20030118;1.4
GVE;20030119;2.0
GVE;20030120;0.8
GVE;20030121;22.0
GVE;20030122;15.4
GVE;20030123;5.8
GVE;20030124;0.1
GVE;20030125;0.0
GVE;20030126;0.0
GVE;20030127;0.0
GVE;20030128;1.6
GVE;20030129;7.2
GVE;20030130;0.6
GVE;20030131;0.0
GVE;20030201;0.0
GVE;20030202;0.3
GVE;20030203;17.5
GVE;20030204;3.4
GVE;20030205;0.6
GVE;20030206;0.0
GVE;20030207;0.0
GVE;20030208;0.0
GVE;20030209;0.4
GVE;20030210;0.2
GVE;20030211;0.0
GVE;20030212;0.0
GVE;20030213;0.0
GVE;20030214;0.0
GVE;20030215;0.0
GVE;20030216;0.0
GVE;20030217;0.0
GVE;20030218;0.0
GVE;20030219;0.0
GVE;20030220;0.0
GVE;20030221;0.0
GVE;20030222;0.0
GVE;20030223;0.0
GVE;20030224;0.0
GVE;20030225;0.0
GVE;20030226;0.0
GVE;20030227;0.0
GVE;20030228;0.0
GVE;20030301;3.9
GVE;20030302;9.5
GVE;20030303;0.0
GVE;20030304;0.0
GVE;20030305;0.0
GVE;20030306;2.7
GVE;20030307;0.0
GVE;20030308;0.0
GVE;20030309;0.0
GVE;20030310;0.0
GVE;20030311;0.0
GVE;20030312;0.0
GVE;20030313;0.0
GVE;20030314;0.0
GVE;20030315;0.0
GVE;20030316;0.0
GVE;20030317;0.0
GVE;20030318;0.0
GVE;20030319;0.0
GVE;20030320;0.0
GVE;20030321;0.0
GVE;20030322;0.0
GVE;20030323;0.0
GVE;20030324;0.0
GVE;20030325;0.0
GVE;20030326;0.0
GVE;20030327;0.0
GVE;20030328;1.0
GVE;20030329;0.0
GVE;20030330;0.1
GVE;20030331;0.0
GVE;20030401;0.0
GVE;20030402;13.1
GVE;20030403;0.0
GVE;20030404;0.0
GVE;20030405;0.0
GVE;20030406;0.0
GVE;20030407;0.0
GVE;20030408;0.0
GVE;20030409;1.9
GVE;20030410;12.7
GVE;20030411;0.6
GVE;20030412;0.2
GVE;20030413;0.0
GVE;20030414;0.0
GVE;20030415;0.0
GVE;20030416;0.0
GVE;20030417;0.0
GVE;20030418;0.0
GVE;20030419;4.2
GVE;20030420;0.0
GVE;20030421;0.0
GVE;20030422;0.0
GVE;20030423;0.0
GVE;20030424;0.0
GVE;20030425;0.0
GVE;20030426;2.8
GVE;20030427;0.4
GVE;20030428;0.0
GVE;20030429;0.0
GVE;20030430;23.1
GVE;20030501;0.0
GVE;20030502;3.4
GVE;20030503;0.8
GVE;20030504;0.0
GVE;20030505;0.0
GVE;20030506;0.0
GVE;20030507;0.0
GVE;20030508;0.0
GVE;20030509;0.0
GVE;20030510;0.0
GVE;20030511;2.6
GVE;20030512;0.0
GVE;20030513;1.8
GVE;20030514;0.0
GVE;20030515;0.0
GVE;20030516;0.0
GVE;20030517;0.5
GVE;20030518;0.5
GVE;20030519;10.9
GVE;20030520;3.1
GVE;20030521;4.4
GVE;20030522;0.0
GVE;20030523;0.0
GVE;20030524;0.0
GVE;20030525;2.1
GVE;20030526;0.0
GVE;20030527;0.0
GVE;20030528;0.2
GVE;20030529;0.0
GVE;20030530;0.0
GVE;20030531;0.2
GVE;20030601;0.3
GVE;20030602;0.2
GVE;20030603;0.0
GVE;20030604;0.0
GVE;20030605;19.6
GVE;20030606;0.2
GVE;20030607;0.0
GVE;20030608;0.2
GVE;20030609;0.0
GVE;20030610;0.0
GVE;20030611;0.0
GVE;20030612;0.0
GVE;20030613;0.0
GVE;20030614;4.5
GVE;20030615;0.8
GVE;20030616;0.0
GVE;20030617;0.0
GVE;20030618;3.8
GVE;20030619;0.0
GVE;20030620;0.0
GVE;20030621;0.0
GVE;20030622;0.0
GVE;20030623;0.0
GVE;20030624;1.2
GVE;20030625;0.1
GVE;20030626;9.5
GVE;20030627;0.0
GVE;20030628;0.0
GVE;20030629;0.0
GVE;20030630;0.0
GVE;20030701;16.5
GVE;20030702;0.7
GVE;20030703;0.2
GVE;20030704;3.2
GVE;20030705;0.0
GVE;20030706;0.0
GVE;20030707;0.0
GVE;20030708;0.0
GVE;20030709;0.0
GVE;20030710;0.0
GVE;20030711;0.0
GVE;20030712;0.0
GVE;20030713;0.0
GVE;20030714;0.0
GVE;20030715;0.0
GVE;20030716;0.0
GVE;20030717;0.0
GVE;20030718;0.0
GVE;20030719;0.0
GVE;20030720;0.0
GVE;20030721;6.8
GVE;20030722;0.0
GVE;20030723;0.0
GVE;20030724;0.0
GVE;20030725;0.0
GVE;20030726;0.0
GVE;20030727;16.4
GVE;20030728;0.1
GVE;20030729;0.0
GVE;20030730;2.3
GVE;20030731;0.1
GVE;20030801;0.0
GVE;20030802;0.0
GVE;20030803;0.0
GVE;20030804;0.0
GVE;20030805;0.0
GVE;20030806;0.0
GVE;20030807;0.0
GVE;20030808;0.0
GVE;20030809;0.0
GVE;20030810;0.0
GVE;20030811;0.0
GVE;20030812;0.0
GVE;20030813;0.0
GVE;20030814;0.0
GVE;20030815;12.7
GVE;20030816;26.0
GVE;20030817;15.4
GVE;20030818;0.1
GVE;20030819;0.0
GVE;20030820;0.6
GVE;20030821;0.0
GVE;20030822;0.0
GVE;20030823;0.0
GVE;20030824;0.0
GVE;20030825;0.0
GVE;20030826;0.0
GVE;20030827;0.0
GVE;20030828;14.2
GVE;20030829;18.0
GVE;20030830;14.2
GVE;20030831;9.1
GVE;20030901;0.0
GVE;20030902;0.0
GVE;20030903;0.1
GVE;20030904;0.1
GVE;20030905;0.6
GVE;20030906;0.0
GVE;20030907;26.1
GVE;20030908;2.6
GVE;20030909;3.5
GVE;20030910;0.0
GVE;20030911;0.0
GVE;20030912;0.0
GVE;20030913;0.0
GVE;20030914;0.0
GVE;20030915;0.0
GVE;20030916;0.0
GVE;20030917;0.0
GVE;20030918;0.0
GVE;20030919;0.0
GVE;20030920;0.0
GVE;20030921;0.0
GVE;20030922;0.0
GVE;20030923;3.9
GVE;20030924;0.3
GVE;20030925;0.0
GVE;20030926;0.0
GVE;20030927;5.8
GVE;20030928;23.7
GVE;20030929;3.1
GVE;20030930;0.0
GVE;20031001;13.5
GVE;20031002;0.0
GVE;20031003;23.3
GVE;20031004;5.5
GVE;20031005;9.5
GVE;20031006;0.5
GVE;20031007;22.9
GVE;20031008;0.0
GVE;20031009;0.2
GVE;20031010;0.3
GVE;20031011;0.0
GVE;20031012;0.0
GVE;20031013;0.3
GVE;20031014;3.2
GVE;20031015;0.0
GVE;20031016;0.0
GVE;20031017;0.0
GVE;20031018;0.0
GVE;20031019;12.7
GVE;20031020;15.0
GVE;20031021;1.4
GVE;20031022;0.0
GVE;20031023;9.3
GVE;20031024;0.2
GVE;20031025;0.0
GVE;20031026;0.0
GVE;20031027;0.0
GVE;20031028;0.1
GVE;20031029;17.0
GVE;20031030;10.1
GVE;20031031;31.7
GVE;20031101;2.4
GVE;20031102;0.0
GVE;20031103;2.7
GVE;20031104;0.3
GVE;20031105;0.2
GVE;20031106;0.1
GVE;20031107;0.0
GVE;20031108;0.8
GVE;20031109;0.0
GVE;20031110;0.0
GVE;20031111;0.8
GVE;20031112;4.0
GVE;20031113;0.4
GVE;20031114;0.2
GVE;20031115;0.2
GVE;20031116;6.7
GVE;20031117;4.5
GVE;20031118;0.0
GVE;20031119;0.0
GVE;20031120;0.5
GVE;20031121;0.4
GVE;20031122;0.9
GVE;20031123;1.8
GVE;20031124;0.3
GVE;20031125;0.8
GVE;20031126;0.4
GVE;20031127;26.4
GVE;20031128;0.2
GVE;20031129;0.0
GVE;20031130;1.2
GVE;20031201;0.3
GVE;20031202;0.3
GVE;20031203;0.0
GVE;20031204;0.0
GVE;20031205;0.0
GVE;20031206;0.4
GVE;20031207;0.0
GVE;20031208;0.0
GVE;20031209;0.0
GVE;20031210;0.0
GVE;20031211;0.0
GVE;20031212;0.1
GVE;20031213;0.1
GVE;20031214;1.9
GVE;20031215;0.2
GVE;20031216;0.0
GVE;20031217;0.0
GVE;20031218;0.0
GVE;20031219;0.1
GVE;20031220;0.6
GVE;20031221;15.4
GVE;20031222;1.4
GVE;20031223;0.0
GVE;20031224;0.0
GVE;20031225;0.0
GVE;20031226;0.0
GVE;20031227;0.0
GVE;20031228;7.6
GVE;20031229;0.0
GVE;20031230;0.0
GVE;20031231;0.0
GVE;20040101;0.8
GVE;20040102;0.0
GVE;20040103;0.0
GVE;20040104;0.0
GVE;20040105;0.0
GVE;20040106;0.0
GVE;20040107;0.3
GVE;20040108;12.5
GVE;20040109;4.8
GVE;20040110;1.7
GVE;20040111;11.3
GVE;20040112;19.8
GVE;20040113;46.0
GVE;20040114;3.0
GVE;20040115;2.4
GVE;20040116;3.0
GVE;20040117;9.0
GVE;20040118;4.6
GVE;20040119;0.2
GVE;20040120;2.6
GVE;20040121;0.0
GVE;20040122;0.0
GVE;20040123;0.3
GVE;20040124;0.6
GVE;20040125;0.0
GVE;20040126;12.9
GVE;20040127;1.0
GVE;20040128;0.8
GVE;20040129;1.0
GVE;20040130;0.0
GVE;20040131;0.4
GVE;20040201;0.0
GVE;20040202;0.0
GVE;20040203;0.0
GVE;20040204;0.0
GVE;20040205;0.0
GVE;20040206;0.0
GVE;20040207;1.9
GVE;20040208;0.5
GVE;20040209;0.0
GVE;20040210;0.0
GVE;20040211;0.0
GVE;20040212;0.0
GVE;20040213;0.0
GVE;20040214;0.0
GVE;20040215;0.0
GVE;20040216;0.0
GVE;20040217;0.0
GVE;20040218;0.0
GVE;20040219;0.0
GVE;20040220;0.0
GVE;20040221;0.6
GVE;20040222;15.2
GVE;20040223;9.1
GVE;20040224;0.0
GVE;20040225;0.0
GVE;20040226;0.2
GVE;20040227;0.0
GVE;20040228;0.0
GVE;20040229;0.0
GVE;20040301;0.0
GVE;20040302;0.0
GVE;20040303;0.2
GVE;20040304;0.0
GVE;20040305;4.2
GVE;20040306;12.4
GVE;20040307;0.0
GVE;20040308;0.0
GVE;20040309;0.0
GVE;20040310;0.8
GVE;20040311;0.2
GVE;20040312;0.4
GVE;20040313;23.9
GVE;20040314;6.4
GVE;20040315;0.2
GVE;20040316;0.0
GVE;20040317;0.0
GVE;20040318;0.0
GVE;20040319;0.0
GVE;20040320;2.7
GVE;20040321;1.8
GVE;20040322;1.5
GVE;20040323;2.0
GVE;20040324;1.4
GVE;20040325;1.2
GVE;20040326;0.0
GVE;20040327;0.0
GVE;20040328;0.0
GVE;20040329;0.0
GVE;20040330;0.0
GVE;20040331;0.0
GVE;20040401;0.0
GVE;20040402;3.9
GVE;20040403;0.0
GVE;20040404;1.5
GVE;20040405;2.9
GVE;20040406;2.8
GVE;20040407;2.0
GVE;20040408;0.0
GVE;20040409;0.6
GVE;20040410;0.0
GVE;20040411;0.0
GVE;20040412;0.0
GVE;20040413;0.0
GVE;20040414;0.4
GVE;20040415;2.3
GVE;20040416;0.3
GVE;20040417;0.1
GVE;20040418;2.8
GVE;20040419;1.3
GVE;20040420;0.0
GVE;20040421;0.0
GVE;20040422;0.0
GVE;20040423;0.0
GVE;20040424;0.0
GVE;20040425;0.0
GVE;20040426;0.0
GVE;20040427;0.0
GVE;20040428;0.0
GVE;20040429;0.0
GVE;20040430;10.7
GVE;20040501;0.8
GVE;20040502;0.8
GVE;20040503;1.8
GVE;20040504;1.0
GVE;20040505;18.6
GVE;20040506;0.9
GVE;20040507;0.1
GVE;20040508;10.9
GVE;20040509;4.0
GVE;20040510;0.0
GVE;20040511;0.0
GVE;20040512;0.0
GVE;20040513;0.0
GVE;20040514;0.0
GVE;20040515;0.0
GVE;20040516;0.0
GVE;20040517;0.0
GVE;20040518;0.0
GVE;20040519;0.0
GVE;20040520;0.0
GVE;20040521;0.5
GVE;20040522;0.0
GVE;20040523;0.0
GVE;20040524;0.0
GVE;20040525;0.0
GVE;20040526;0.0
GVE;20040527;1.8
GVE;20040528;0.0
GVE;20040529;0.0
GVE;20040530;1.0
GVE;20040531;0.1
GVE;20040601;8.4
GVE;20040602;0.8
GVE;20040603;0.6
GVE;20040604;0.0
GVE;20040605;0.0
GVE;20040606;0.0
GVE;20040607;0.0
GVE;20040608;0.0
GVE;20040609;0.0
GVE;20040610;0.0
GVE;20040611;1.0
GVE;20040612;1.3
GVE;20040613;0.0
GVE;20040614;0.0
GVE;20040615;0.0
GVE;20040616;0.0
GVE;20040617;0.0
GVE;20040618;0.0
GVE;20040619;13.5
GVE;20040620;22.3
GVE;20040621;0.1
GVE;20040622;1.0
GVE;20040623;13.5
GVE;20040624;0.0
GVE;20040625;0.0
GVE;20040626;0.0
GVE;20040627;0.0
GVE;20040628;0.0
GVE;20040629;0.0
GVE;20040630;0.0
GVE;20040701;0.0
GVE;20040702;0.0
GVE;20040703;0.0
GVE;20040704;0.0
GVE;20040705;9.7
GVE;20040706;0.2
GVE;20040707;1.6
GVE;20040708;8.4
GVE;20040709;0.1
GVE;20040710;2.6
GVE;20040711;0.8
GVE;20040712;4.4
GVE;20040713;0.3
GVE;20040714;0.0
GVE;20040715;0.1
GVE;20040716;14.0
GVE;20040717;0.3
GVE;20040718;1.0
GVE;20040719;0.5
GVE;20040720;21.3
GVE;20040721;3.1
GVE;20040722;0.0
GVE;20040723;13.1
GVE;20040724;6.8
GVE;20040725;0.0
GVE;20040726;0.0
GVE;20040727;0.0
GVE;20040728;0.0
GVE;20040729;0.0
GVE;20040730;0.0
GVE;20040731;0.0
GVE;20040801;0.0
GVE;20040802;0.0
GVE;20040803;0.7
GVE;20040804;12.9
GVE;20040805;8.1
GVE;20040806;0.0
GVE;20040807;0.0
GVE;20040808;0.0
GVE;20040809;0.0
GVE;20040810;40.5
GVE;20040811;2.2
GVE;20040812;3.2
GVE;20040813;0.9
GVE;20040814;0.0
GVE;20040815;0.0
GVE;20040816;1.5
GVE;20040817;25.7
GVE;20040818;0.0
GVE;20040819;62.1
GVE;20040820;1.4
GVE;20040821;0.0
GVE;20040822;0.0
GVE;20040823;0.0
GVE;20040824;25.7
GVE;20040825;12.5
GVE;20040826;7.9
GVE;20040827;0.4
GVE;20040828;0.0
GVE;20040829;0.2
GVE;20040830;0.0
GVE;20040831;0.0
GVE;20040901;0.0
GVE;20040902;0.0
GVE;20040903;0.0
GVE;20040904;0.0
GVE;20040905;0.0
GVE;20040906;0.0
GVE;20040907;0.0
GVE;20040908;0.3
GVE;20040909;0.0
GVE;20040910;0.0
GVE;20040911;8.6
GVE;20040912;2.9
GVE;20040913;1.1
GVE;20040914;4.0
GVE;20040915;0.6
GVE;20040916;0.0
GVE;20040917;0.0
GVE;20040918;0.0
GVE;20040919;0.0
GVE;20040920;0.2
GVE;20040921;0.0
GVE;20040922;0.0
GVE;20040923;0.6
GVE;20040924;4.8
GVE;20040925;0.4
GVE;20040926;0.0
GVE;20040927;0.0
GVE;20040928;0.0
GVE;20040929;0.0
GVE;20040930;0.2
GVE;20041001;0.0
GVE;20041002;0.0
GVE;20041003;0.0
GVE;20041004;0.0
GVE;20041005;0.0
GVE;20041006;15.7
GVE;20041007;2.3
GVE;20041008;0.4
GVE;20041009;0.1
GVE;20041010;13.3
GVE;20041011;0.0
GVE;20041012;0.1
GVE;20041013;0.2
GVE;20041014;9.4
GVE;20041015;22.5
GVE;20041016;3.5
GVE;20041017;3.3
GVE;20041018;7.6
GVE;20041019;30.3
GVE;20041020;7.0
GVE;20041021;0.0
GVE;20041022;0.1
GVE;20041023;0.0
GVE;20041024;0.0
GVE;20041025;30.3
GVE;20041026;51.3
GVE;20041027;0.2
GVE;20041028;11.0
GVE;20041029;3.5
GVE;20041030;0.4
GVE;20041031;0.0
GVE;20041101;1.6
GVE;20041102;0.1
GVE;20041103;0.3
GVE;20041104;0.0
GVE;20041105;0.7
GVE;20041106;0.0
GVE;20041107;0.0
GVE;20041108;0.0
GVE;20041109;0.6
GVE;20041110;0.0
GVE;20041111;0.0
GVE;20041112;0.0
GVE;20041113;0.4
GVE;20041114;0.0
GVE;20041115;0.0
GVE;20041116;0.0
GVE;20041117;0.0
